RegionID,SizeRank,RegionName,RegionType,StateName,Date,Value,location,lat,long
395031,52,"Rochester, NY",msa,NY,2023-03-31,220568.22063209067,"Rochester, NY, NY",43.15657789999999,-77.6088465
394640,53,"Grand Rapids, MI",msa,MI,2023-03-31,304446.32290026505,"Grand Rapids, MI, MI",42.9633599,-85.6680863
395167,54,"Tucson, AZ",msa,AZ,2023-03-31,330924.4933254875,"Tucson, AZ, AZ",32.2539787,-110.9741769
753924,55,"Urban Honolulu, HI",msa,HI,2023-03-31,870228.6231665779,"Urban Honolulu, HI, HI",21.3098845,-157.85814010000001
395169,56,"Tulsa, OK",msa,OK,2023-03-31,216681.4123032021,"Tulsa, OK, OK",36.1539816,-95.99277500000001
394619,57,"Fresno, CA",msa,CA,2023-03-31,373783.91935857624,"Fresno, CA, CA",36.7377981,-119.7871247
395238,58,"Worcester, MA",msa,MA,2023-03-31,403852.3943358014,"Worcester, MA, MA",42.2625932,-71.8022934
394938,59,"Omaha, NE",msa,NE,2023-03-31,272927.21641336527,"Omaha, NE, NE",41.2565369,-95.9345034
394415,60,"Bridgeport, CT",msa,CT,2023-03-31,549178.391559369,"Bridgeport, CT, CT",41.1792258,-73.1894384
394653,61,"Greenville, SC",msa,SC,2023-03-31,269920.27159571974,"Greenville, SC, SC",34.85261759999999,-82.3940104
394312,62,"Albuquerque, NM",msa,NM,2023-03-31,309382.21805588,"Albuquerque, NM, NM",35.0843859,-106.650422
394357,63,"Bakersfield, CA",msa,CA,2023-03-31,329322.54029455,"Bakersfield, CA, CA",35.3732921,-119.0187125
394308,64,"Albany, NY",msa,NY,2023-03-31,296178.83978233964,"Albany, NY, NY",42.6525793,-73.7562317
394753,65,"Knoxville, TN",msa,TN,2023-03-31,298813.050483923,"Knoxville, TN, TN",35.9606384,-83.9207392
394367,66,"Baton Rouge, LA",msa,LA,2023-03-31,215328.36841947003,"Baton Rouge, LA, LA",30.4514677,-91.18714659999999
394843,67,"McAllen, TX",msa,TX,2023-03-31,169938.1512915558,"McAllen, TX, TX",26.2034071,-98.23001239999999
394908,68,"New Haven, CT",msa,CT,2023-03-31,327706.9967955815,"New Haven, CT, CT",41.308274,-72.9278835
394561,69,"El Paso, TX",msa,TX,2023-03-31,200659.00257707163,"El Paso, TX, TX",31.7618778,-106.4850217
394318,70,"Allentown, PA",msa,PA,2023-03-31,296037.28144177323,"Allentown, PA, PA",40.6022939,-75.4714098
394952,71,"Oxnard, CA",msa,CA,2023-03-31,800702.8674732071,"Oxnard, CA, CA",34.1975048,-119.1770516
394486,72,"Columbia, SC",msa,SC,2023-03-31,230519.69223298915,"Columbia, SC, SC",34.0007104,-81.0348144
753906,73,"North Port, FL",msa,FL,2023-03-31,460393.7250127538,"North Port, FL, FL",27.044224,-82.2359254
394457,75,"Charleston, SC",msa,SC,2023-03-31,402016.920327944,"Charleston, SC, SC",32.7764749,-79.93105120000001
394648,76,"Greensboro, NC",msa,NC,2023-03-31,229908.6915567431,"Greensboro, NC, NC",36.0726354,-79.7919754
395134,77,"Stockton, CA",msa,CA,2023-03-31,511608.79202260607,"Stockton, CA, CA",37.9577016,-121.2907796
394440,78,"Cape Coral, FL",msa,FL,2023-03-31,378261.3154271494,"Cape Coral, FL, FL",26.5628537,-81.9495331
394399,79,"Boise City, ID",msa,ID,2023-03-31,455465.59262163826,"Boise City, ID, ID",43.6150186,-116.2023137
394484,80,"Colorado Springs, CO",msa,CO,2023-03-31,453593.49274742574,"Colorado Springs, CO, CO",38.8338816,-104.8213634
394798,81,"Little Rock, AR",msa,AR,2023-03-31,196341.30493995175,"Little Rock, AR, AR",34.7444618,-92.2880157
394766,82,"Lakeland, FL",msa,FL,2023-03-31,308674.9168310096,"Lakeland, FL, FL",28.0394654,-81.9498042
394304,83,"Akron, OH",msa,OH,2023-03-31,197991.6600404572,"Akron, OH, OH",41.0814447,-81.51900529999999
394531,84,"Des Moines, IA",msa,IA,2023-03-31,261150.21422079843,"Des Moines, IA, IA",41.5868353,-93.6249593
395115,85,"Springfield, MA",msa,MA,2023-03-31,317137.1767470557,"Springfield, MA, MA",42.1014831,-72.589811
394931,87,"Ogden, UT",msa,UT,2023-03-31,475008.73236702505,"Ogden, UT, UT",41.223,-111.9738304
394816,88,"Madison, WI",msa,WI,2023-03-31,368966.3716775632,"Madison, WI, WI",43.0721661,-89.4007501
395235,89,"Winston, NC",msa,NC,2023-03-31,243271.0654874602,"Winston, NC, NC",36.1345543,-80.365865
394528,90,"Deltona, FL",msa,FL,2023-03-31,338847.8593440201,"Deltona, FL, FL",28.9005446,-81.26367379999999
395143,91,"Syracuse, NY",msa,NY,2023-03-31,196270.92683647652,"Syracuse, NY, NY",43.0481221,-76.14742439999999
395006,92,"Provo, UT",msa,UT,2023-03-31,523385.7543894982,"Provo, UT, UT",40.2338438,-111.6585337
395160,93,"Toledo, OH",msa,OH,2023-03-31,160183.91489457907,"Toledo, OH, OH",41.6528052,-83.5378674
395224,94,"Wichita, KS",msa,KS,2023-03-31,200096.5044163607,"Wichita, KS, KS",37.68717609999999,-97.33005299999999
394549,95,"Durham, NC",msa,NC,2023-03-31,383216.68038697407,"Durham, NC, NC",35.9940329,-78.898619
394352,96,"Augusta, GA",msa,GA,2023-03-31,212514.9856179052,"Augusta, GA, GA",33.4734978,-82.0105148
394957,97,"Palm Bay, FL",msa,FL,2023-03-31,352249.592017709,"Palm Bay, FL, FL",28.0344621,-80.5886646
394711,98,"Jackson, MS",msa,MS,2023-03-31,178490.77631323438,"Jackson, MS, MS",32.2987573,-90.1848103
394666,99,"Harrisburg, PA",msa,PA,2023-03-31,259176.38631369927,"Harrisburg, PA, PA",40.2731911,-76.8867008
395113,100,"Spokane, WA",msa,WA,2023-03-31,400193.48620760714,"Spokane, WA, WA",47.6587802,-117.4260466
395075,101,"Scranton, PA",msa,PA,2023-03-31,169168.79586261045,"Scranton, PA, PA",41.408969,-75.66241219999999
394460,102,"Chattanooga, TN",msa,TN,2023-03-31,266951.89952542767,"Chattanooga, TN, TN",35.0457984,-85.3093995
394871,103,"Modesto, CA",msa,CA,2023-03-31,437927.5145492686,"Modesto, CA, CA",37.6392595,-120.9970014
394768,104,"Lancaster, PA",msa,PA,2023-03-31,323015.70645393524,"Lancaster, PA, PA",40.0378755,-76.3055144
394997,105,"Portland, ME",msa,ME,2023-03-31,460662.57118706545,"Portland, ME, ME",43.6590993,-70.2568189
395245,106,"Youngstown, OH",msa,OH,2023-03-31,134833.69544828884,"Youngstown, OH, OH",41.0997803,-80.6495194
394770,107,"Lansing, MI",msa,MI,2023-03-31,211082.1120852624,"Lansing, MI, MI",42.732535,-84.5555347
394590,108,"Fayetteville, AR",msa,AR,2023-03-31,310970.98995576566,"Fayetteville, AR, AR",36.0626579,-94.16058389999999
394589,109,"Fayetteville, NC",msa,NC,2023-03-31,196132.59581513665,"Fayetteville, NC, NC",35.0523673,-78.87837739999999
394792,110,"Lexington, KY",msa,KY,2023-03-31,266708.4083453597,"Lexington, KY, KY",38.0405837,-84.5037164
394971,111,"Pensacola, FL",msa,FL,2023-03-31,292927.03823511465,"Pensacola, FL, FL",30.42130899999999,-87.2169149
395068,112,"Santa Rosa, CA",msa,CA,2023-03-31,772793.9595741602,"Santa Rosa, CA, CA",38.440429,-122.7140548
395019,113,"Reno, NV",msa,NV,2023-03-31,517603.45221628714,"Reno, NV, NV",39.529919,-119.8142691
394698,114,"Huntsville, AL",msa,AL,2023-03-31,284077.0024613391,"Huntsville, AL, AL",34.7303688,-86.5861037
394995,115,"Port St. Lucie, FL",msa,FL,2023-03-31,384446.8855903032,"Port St. Lucie, FL, FL",27.2730492,-80.3582261
394761,116,"Lafayette, LA",msa,LA,2023-03-31,175336.8345473872,"Lafayette, LA, LA",30.2240897,-92.0198427
394898,117,"Myrtle Beach, SC",msa,SC,2023-03-31,333622.0306037385,"Myrtle Beach, SC, SC",33.6890603,-78.8866943
395116,118,"Springfield, MO",msa,MO,2023-03-31,239759.24908247124,"Springfield, MO, MO",37.2089572,-93.29229889999999
395195,119,"Visalia, CA",msa,CA,2023-03-31,322655.0797727484,"Visalia, CA, CA",36.3302284,-119.2920585
394746,120,"Killeen, TX",msa,TX,2023-03-31,248821.5062950008,"Killeen, TX, TX",31.1171194,-97.72779589999999
394338,121,"Asheville, NC",msa,NC,2023-03-31,405458.931685501,"Asheville, NC, NC",35.5950581,-82.5514869
395244,122,"York, PA",msa,PA,2023-03-31,262428.8828696912,"York, PA, PA",39.9625984,-76.727745
395183,123,"Vallejo, CA",msa,CA,2023-03-31,570928.9106515053,"Vallejo, CA, CA",38.1040864,-122.2566367
753917,124,"Santa Maria, CA",msa,CA,2023-03-31,880981.9822224258,"Santa Maria, CA, CA",34.9530337,-120.4357191
395050,125,"Salinas, CA",msa,CA,2023-03-31,775237.2175013861,"Salinas, CA, CA",36.6777372,-121.6555013
395048,126,"Salem, OR",msa,OR,2023-03-31,425558.9837153806,"Salem, OR, OR",44.9428975,-123.0350963
394870,127,"Mobile, AL",msa,AL,2023-03-31,173715.33471363384,"Mobile, AL, AL",30.6953657,-88.0398912
395015,128,"Reading, PA",msa,PA,2023-03-31,260408.78790691568,"Reading, PA, PA",40.3356483,-75.9268747
394502,129,"Corpus Christi, TX",msa,TX,2023-03-31,207533.41787002896,"Corpus Christi, TX, TX",27.8005828,-97.39638099999999
394421,130,"Brownsville, TX",msa,TX,2023-03-31,156037.1216231025,"Brownsville, TX, TX",25.9017472,-97.4974838
394820,131,"Manchester, NH",msa,NH,2023-03-31,440534.7448726699,"Manchester, NH, NH",42.9956397,-71.4547891
394612,132,"Fort Wayne, IN",msa,IN,2023-03-31,217860.19716092033,"Fort Wayne, IN, IN",20.593684,78.96288
394658,133,"Gulfport, MS",msa,MS,2023-03-31,195794.98371522815,"Gulfport, MS, MS",30.3674198,-89.0928155
395051,134,"Salisbury, MD",msa,DE,2023-03-31,383455.67004529847,"Salisbury, MD, DE",38.3606736,-75.5993692
394596,135,"Flint, MI",msa,MI,2023-03-31,159265.37895266977,"Flint, MI, MI",43.0125274,-83.6874562
394972,136,"Peoria, IL",msa,IL,2023-03-31,138609.58287475057,"Peoria, IL, IL",40.6936488,-89.5889864
394439,137,"Canton, OH",msa,OH,2023-03-31,177930.6002000517,"Canton, OH, OH",40.79894729999999,-81.378447
395070,138,"Savannah, GA",msa,GA,2023-03-31,296953.11046000355,"Savannah, GA, GA",32.0808989,-81.091203
394327,139,"Anchorage, AK",msa,AK,2023-03-31,359663.3157851274,"Anchorage, AK, AK",61.2175758,-149.8996785
394372,140,"Beaumont, TX",msa,TX,2023-03-31,153333.96374452495,"Beaumont, TX, TX",30.080174,-94.1265562
395096,141,"Shreveport, LA",msa,LA,2023-03-31,148729.4036866143,"Shreveport, LA, LA",32.5251516,-93.7501789
395164,142,"Trenton, NJ",msa,NJ,2023-03-31,346859.42110526655,"Trenton, NJ, NJ",40.2205824,-74.759717
394875,143,"Montgomery, AL",msa,AL,2023-03-31,176506.47039622674,"Montgomery, AL, AL",32.3792233,-86.3077368
394520,144,"Davenport, IA",msa,IL,2023-03-31,159578.96284956494,"Davenport, IA, IL",41.5236437,-90.5776367
395146,145,"Tallahassee, FL",msa,FL,2023-03-31,259001.25291700815,"Tallahassee, FL, FL",30.4382559,-84.28073289999999
394576,146,"Eugene, OR",msa,OR,2023-03-31,441807.1026948563,"Eugene, OR, OR",44.0520691,-123.0867536
394901,147,"Naples, FL",msa,FL,2023-03-31,604510.5131048196,"Naples, FL, FL",26.1420358,-81.7948103
394332,148,"Ann Arbor, MI",msa,MI,2023-03-31,367857.6140321315,"Ann Arbor, MI, MI",42.2808256,-83.7430378
394927,149,"Ocala, FL",msa,FL,2023-03-31,274359.55122606194,"Ocala, FL, FL",29.1871986,-82.14009229999999
394679,150,"Hickory, NC",msa,NC,2023-03-31,233304.54484687312,"Hickory, NC, NC",35.7344538,-81.3444573
394697,151,"Huntington, WV",msa,OH,2023-03-31,131527.83989161535,"Huntington, WV, OH",38.4192496,-82.44515400000002
394602,152,"Fort Collins, CO",msa,CO,2023-03-31,547122.7282932658,"Fort Collins, CO, CO",40.5852602,-105.084423
395033,153,"Rockford, IL",msa,IL,2023-03-31,167064.8890478446,"Rockford, IL, IL",42.2711311,-89.0939952
394796,154,"Lincoln, NE",msa,NE,2023-03-31,271736.81292887515,"Lincoln, NE, NE",40.813616,-96.7025955
394622,155,"Gainesville, FL",msa,FL,2023-03-31,286620.94968131423,"Gainesville, FL, FL",29.6516344,-82.32482619999999
394405,156,"Boulder, CO",msa,CO,2023-03-31,739447.382714735,"Boulder, CO, CO",40.1512114,-105.5005483
394646,157,"Green Bay, WI",msa,WI,2023-03-31,260688.12090776567,"Green Bay, WI, WI",44.5133188,-88.0132958
394488,158,"Columbus, GA",msa,GA,2023-03-31,171728.69752348214,"Columbus, GA, GA",32.4609764,-84.9877094
395107,159,"South Bend, IN",msa,IN,2023-03-31,191467.37101063025,"South Bend, IN, IN",20.593684,78.96288
395109,160,"Spartanburg, SC",msa,SC,2023-03-31,247240.87449074755,"Spartanburg, SC, SC",34.9495672,-81.9320482
394645,161,"Greeley, CO",msa,CO,2023-03-31,493727.5645440144,"Greeley, CO, CO",40.4233142,-104.7091322
394808,162,"Lubbock, TX",msa,TX,2023-03-31,203236.54534627617,"Lubbock, TX, TX",33.5845617,-101.8456417
394471,163,"Clarksville, TN",msa,TN,2023-03-31,253497.44640722827,"Clarksville, TN, TN",36.5297706,-87.3594528
395028,164,"Roanoke, VA",msa,VA,2023-03-31,253973.1388143185,"Roanoke, VA, VA",37.2709704,-79.9414266
394579,165,"Evansville, IN",msa,IN,2023-03-31,191429.45260195291,"Evansville, IN, IN",37.9715592,-87.5710898
394747,167,"Kingsport, TN",msa,TN,2023-03-31,194977.3832574023,"Kingsport, TN, TN",36.548434,-82.5618186
394741,168,"Kennewick, WA",msa,WA,2023-03-31,412777.3608348505,"Kennewick, WA, WA",46.2086683,-119.119948
395179,169,"Utica, NY",msa,NY,2023-03-31,181306.2030943914,"Utica, NY, NY",43.100903,-75.232664
394660,170,"Hagerstown, MD",msa,MD,2023-03-31,276051.01681530225,"Hagerstown, MD, MD",39.6417629,-77.71999319999999
394543,171,"Duluth, MN",msa,MN,2023-03-31,209680.25344187272,"Duluth, MN, MN",46.78667189999999,-92.1004852
394937,172,"Olympia, WA",msa,WA,2023-03-31,490194.81005588453,"Olympia, WA, WA",47.0378741,-122.9006951
394803,173,"Longview, TX",msa,TX,2023-03-31,194766.14471508787,"Longview, TX, TX",32.5007037,-94.74048909999999
395229,174,"Wilmington, NC",msa,NC,2023-03-31,397817.246688263,"Wilmington, NC, NC",34.2103894,-77.8868117
395061,175,"San Luis Obispo, CA",msa,CA,2023-03-31,836853.8930934975,"San Luis Obispo, CA, CA",35.2827524,-120.6596156
753875,176,"Crestview, FL",msa,FL,2023-03-31,437466.2600685591,"Crestview, FL, FL",30.7541808,-86.5727995
394851,177,"Merced, CA",msa,CA,2023-03-31,388875.004728572,"Merced, CA, CA",37.3021632,-120.4829677
395197,178,"Waco, TX",msa,TX,2023-03-31,246756.12573872015,"Waco, TX, TX",31.549333,-97.1466695
394447,179,"Cedar Rapids, IA",msa,IA,2023-03-31,208363.56295301177,"Cedar Rapids, IA, IA",41.9778795,-91.6656232
394348,180,"Atlantic City, NJ",msa,NJ,2023-03-31,302061.2365259042,"Atlantic City, NJ, NJ",39.3642834,-74.4229266
394412,181,"Bremerton, WA",msa,WA,2023-03-31,538618.7756162215,"Bremerton, WA, WA",47.5650067,-122.6269768
395103,182,"Sioux Falls, SD",msa,SD,2023-03-31,316525.54567030695,"Sioux Falls, SD, SD",43.5460223,-96.731265
395065,183,"Santa Cruz, CA",msa,CA,2023-03-31,1106880.6941443516,"Santa Cruz, CA, CA",36.9741171,-122.0307963
394572,184,"Erie, PA",msa,PA,2023-03-31,176703.04528184413,"Erie, PA, PA",42.12922409999999,-80.085059
394924,185,"Norwich, CT",msa,CT,2023-03-31,334497.2822390547,"Norwich, CT, CT",41.5242649,-72.07591049999999
394323,186,"Amarillo, TX",msa,TX,2023-03-31,200356.2911624067,"Amarillo, TX, TX",35.2219971,-101.8312969
394772,187,"Laredo, TX",msa,TX,2023-03-31,192431.46887526673,"Laredo, TX, TX",27.5035613,-99.5075519
395171,188,"Tuscaloosa, AL",msa,AL,2023-03-31,201451.3916707683,"Tuscaloosa, AL, AL",33.2098407,-87.56917349999999
394483,189,"College Station, TX",msa,TX,2023-03-31,275901.7709757987,"College Station, TX, TX",30.627977,-96.3344068
394732,190,"Kalamazoo, MI",msa,MI,2023-03-31,237089.0406671622,"Kalamazoo, MI, MI",42.2917069,-85.5872286
394811,191,"Lynchburg, VA",msa,VA,2023-03-31,245552.5000735037,"Lynchburg, VA, VA",37.4137536,-79.14224639999999
394455,192,"Charleston, WV",msa,WV,2023-03-31,131892.31148867356,"Charleston, WV, WV",38.3498195,-81.6326234
395240,193,"Yakima, WA",msa,WA,2023-03-31,323746.77634908364,"Yakima, WA, WA",46.6020711,-120.5058987
394585,194,"Fargo, ND",msa,ND,2023-03-31,279780.1493954712,"Fargo, ND, ND",46.8771863,-96.7898034
394387,195,"Binghamton, NY",msa,NY,2023-03-31,156112.40161957906,"Binghamton, NY, NY",42.09868669999999,-75.91797380000001
394609,196,"Fort Smith, AR",msa,AR,2023-03-31,162583.83501790676,"Fort Smith, AR, AR",35.3843722,-94.42096459999999
394334,197,"Appleton, WI",msa,WI,2023-03-31,274058.91316873697,"Appleton, WI, WI",44.2619309,-88.41538469999999
395161,199,"Topeka, KS",msa,KS,2023-03-31,186760.4545463481,"Topeka, KS, KS",39.0473451,-95.67515759999999
394813,200,"Macon, GA",msa,GA,2023-03-31,160407.1809334352,"Macon, GA, GA",32.8406946,-83.6324022
395174,201,"Tyler, TX",msa,TX,2023-03-31,259926.21212897147,"Tyler, TX, TX",32.3512601,-95.30106239999999
394361,202,"Barnstable Town, MA",msa,MA,2023-03-31,653812.7057161875,"Barnstable Town, MA, MA",41.7003208,-70.3002024
394519,203,"Daphne, AL",msa,AL,2023-03-31,354946.1115565724,"Daphne, AL, AL",30.6035255,-87.9036047
394378,205,"Bellingham, WA",msa,WA,2023-03-31,571138.4274667045,"Bellingham, WA, WA",48.7519112,-122.4786854
394429,206,"Burlington, VT",msa,VT,2023-03-31,412478.5483996557,"Burlington, VT, VT",44.4758825,-73.21207199999999
395030,207,"Rochester, MN",msa,MN,2023-03-31,298946.71211886883,"Rochester, MN, MN",44.0121221,-92.4801989
753895,208,"Lafayette, IN",msa,IN,2023-03-31,230872.95268557884,"Lafayette, IN, IN",40.4167022,-86.87528689999999
394454,209,"Champaign, IL",msa,IL,2023-03-31,185487.0072937554,"Champaign, IL, IL",40.1164204,-88.2433829
394848,210,"Medford, OR",msa,OR,2023-03-31,421531.03324133577,"Medford, OR, OR",42.3265152,-122.8755949
394459,212,"Charlottesville, VA",msa,VA,2023-03-31,404822.1260647152,"Charlottesville, VA, VA",38.0293059,-78.47667810000002
394763,213,"Lake Charles, LA",msa,LA,2023-03-31,174514.43193616616,"Lake Charles, LA, LA",30.2265949,-93.2173758
394773,214,"Las Cruces, NM",msa,NM,2023-03-31,269658.8624139532,"Las Cruces, NM, NM",32.3199396,-106.7636538
394464,215,"Chico, CA",msa,CA,2023-03-31,396064.97607961454,"Chico, CA, CA",39.7284944,-121.8374777
394681,216,"Hilton Head Island, SC",msa,SC,2023-03-31,483555.88322045794,"Hilton Head Island, SC, SC",32.216316,-80.752608
394346,217,"Athens, GA",msa,GA,2023-03-31,310400.1095323523,"Athens, GA, GA",33.9519347,-83.357567
394765,218,"Lake Havasu City, AZ",msa,AZ,2023-03-31,337427.082879276,"Lake Havasu City, AZ, AZ",34.483901,-114.3224548
394485,219,"Columbia, MO",msa,MO,2023-03-31,267154.8904689198,"Columbia, MO, MO",38.9517053,-92.3340724
395114,220,"Springfield, IL",msa,IL,2023-03-31,153186.51651430913,"Springfield, IL, IL",39.78172130000001,-89.6501481
394691,221,"Houma, LA",msa,LA,2023-03-31,144125.69798528758,"Houma, LA, LA",29.5957696,-90.71953479999999
394872,222,"Monroe, LA",msa,LA,2023-03-31,158515.94044194304,"Monroe, LA, LA",32.5093109,-92.1193012
394565,223,"Elkhart, IN",msa,IN,2023-03-31,230159.94959323236,"Elkhart, IN, IN",20.593684,78.96288
394726,224,"Johnson City, TN",msa,TN,2023-03-31,221421.5850338703,"Johnson City, TN, TN",36.313439700000004,-82.3534727
395247,225,"Yuma, AZ",msa,AZ,2023-03-31,261262.73472717995,"Yuma, AZ, AZ",32.6926512,-114.6276916
394623,226,"Gainesville, GA",msa,GA,2023-03-31,352210.810739921,"Gainesville, GA, GA",34.2978794,-83.8240663
394716,227,"Jacksonville, NC",msa,NC,2023-03-31,256339.467319511,"Jacksonville, NC, NC",34.7540524,-77.4302414
394597,228,"Florence, SC",msa,SC,2023-03-31,162787.74531738556,"Florence, SC, SC",34.1954331,-79.7625625
394680,229,"Hilo, HI",msa,HI,2023-03-31,545998.8367007981,"Hilo, HI, HI",19.7216023,-155.084887
395118,230,"St. Cloud, MN",msa,MN,2023-03-31,279054.51044970925,"St. Cloud, MN, MN",45.5579451,-94.16324039999999
395011,231,"Racine, WI",msa,WI,2023-03-31,240559.41064053637,"Racine, WI, WI",42.7261309,-87.78285230000002
394380,232,"Bend, OR",msa,OR,2023-03-31,614308.6417029911,"Bend, OR, OR",44.0581728,-121.3153096
